constructorId,constructorName,year,n_years,constructorYearId
36,Fondmetal,1992,2,
41,Leyton House,1990,2,37
41,Leyton House,1991,2,37
46,Onyx,1989,2,46
46,Onyx,1990,2,46
48,Rial,1988,2,
48,Rial,1989,2,
60,Merzario,1978,2,
60,Merzario,1979,2,
70,Boro,1976,2,
70,Boro,1977,2,
72,Kojima,1976,2,
72,Kojima,1977,2,
76,Lyncar,1974,2,
76,Lyncar,1975,2,
80,Iso Marlboro,1973,2,
80,Iso Marlboro,1974,2,
81,Tecno,1972,2,
81,Tecno,1973,2,
85,Bellasi,1970,2,
85,Bellasi,1971,2,
92,Scirocco,1963,2,
92,Scirocco,1964,2,
94,BRP,1963,2,
94,BRP,1964,2,
115,Christensen,1959,2,
115,Christensen,1960,2,
116,Ewing,1950,2,
116,Ewing,1960,2,
132,Lancia,1954,2,
132,Lancia,1955,2,
136,Pankratz,1954,2,
136,Pankratz,1955,2,
138,Nichels,1950,2,
138,Nichels,1954,2,
145,BMW,1952,2,
145,BMW,1953,2,
147,AFM,1952,2,
147,AFM,1953,2,
149,Sherman,1951,2,
149,Sherman,1952,2,
154,Talbot-Lago,1950,2,
154,Talbot-Lago,1951,2,
156,Marchese,1950,2,
156,Marchese,1951,2,
166,Virgin,2010,2,166
166,Virgin,2011,2,166
173,Lotus-Maserati,1961,2,32
173,Lotus-Maserati,1963,2,32
174,De Tomaso-Osca,1961,2,86
174,De Tomaso-Osca,1962,2,86
175,De Tomaso-Alfa Romeo,1961,2,86
175,De Tomaso-Alfa Romeo,1962,2,86
177,Lotus-Borgward,1962,2,32
177,Lotus-Borgward,1963,2,32
184,LDS-Climax,1965,2,89
184,LDS-Climax,1967,2,89
194,McLaren-BRM,1967,2,188
194,McLaren-BRM,1968,2,188
196,Matra-Ford,1968,2,82
196,Matra-Ford,1969,2,82
204,Brabham-Alfa Romeo,1976,2,34
204,Brabham-Alfa Romeo,1979,2,34
205,Lotus,2010,2,205
205,Lotus,2011,2,205
209,Manor Marussia,2015,2,166
209,Manor Marussia,2016,2,166
211,Racing Point,2019,2,17
211,Racing Point,2020,2,17
12,Spyker,2007,1,17
13,MF1,2006,1,17
14,Spyker MF1,2006,1,17
23,Brawn,2009,1,25
38,Andrea Moda,1992,1,
40,Lambo,1991,1,
47,Life,1990,1,
61,Kauhsen,1979,1,
62,Rebaque,1979,1,
65,Martini,1978,1,
68,LEC,1977,1,
69,McGuire,1977,1,
71,Apollon,1977,1,
75,Embassy Hill,1975,1,
77,Trojan,1974,1,
78,Amon,1974,1,
79,Token,1974,1,
83,Politoys,1972,1,
84,Connew,1972,1,
90,Protos,1967,1,
91,Shannon,1966,1,
93,RE,1965,1,
96,Derrington,1964,1,
98,Stebro,1963,1,
100,ENB,1962,1,
102,Ferguson,1961,1,
103,MBM,1961,1,
104,Behra-Porsche,1960,1,
106,Scarab,1960,1,
112,Meskowski,1960,1,
121,Elder,1959,1,
122,Sutton,1959,1,
123,Fry,1959,1,
124,Tec-Mec,1959,1,
130,Bugatti,1956,1,
137,Arzani-Volpini,1955,1,
140,Klenk,1954,1,
142,Turner,1953,1,
143,Del Roy,1953,1,
146,EMW,1953,1,
148,Frazer Nash,1952,1,
152,Aston Butterworth,1952,1,
153,Cisitalia,1952,1,
155,Hall,1951,1,
157,Langley,1950,1,
158,Rae,1950,1,
159,Olson,1950,1,
160,Wetteroth,1950,1,
161,Adams,1950,1,
162,Snowberger,1950,1,
163,Milano,1950,1,
168,Cooper-OSCA,1959,1,87
169,Cooper-Borgward,1959,1,87
171,Cooper-Castellotti,1960,1,87
178,Cooper-Alfa Romeo,1962,1,87
179,De Tomaso-Ferrari,1963,1,86
185,LDS-Alfa Romeo,1965,1,89
186,Cooper-Ford,1965,1,87
188,McLaren-Serenissima,1966,1,188
192,Cooper-Ferrari,1966,1,87
193,Cooper-ATS,1967,1,87
195,Cooper-BRM,1968,1,87
197,BRM-Ford,1969,1,66
198,McLaren-Alfa Romeo,1970,1,188
199,March-Alfa Romeo,1971,1,37
200,March-Ford,1971,1,37
201,Lotus-Pratt &amp; Whitney,1971,1,32
202,Shadow-Ford,1975,1,58
203,Shadow-Matra,1975,1,58
215,RB F1 Team,2024,1,18
